curr_meeting_date,curr_venue_name,curr_race_number,curr_tab_number,horse_name,meeting_date,venue,rail_position,race_number,race_name,condition_age,condition_jockey,condition_sex,condition_class,condition_weight,condition_group,race_record,starters,margin_1,margin_2,race_duration,sectional_distance,sectional_time,barrier,jockey,abnormal_finish,position_finish,position_1200m,position_800m,position_400m,position_settling,blinkers_on,favourite,dead_heat,margin,weight_carried,weight_adjustment,stewards_report,pg1_barrier,pg1_position,pg1_dead_heat,pg1_horse,pg1_jockey,pg1_country,pg1_weight,pg1_margin,pg2_barrier,pg2_position,pg2_dead_heat,pg2_horse,pg2_jockey,pg2_country,pg2_weight,pg2_margin,pg3_barrier,pg3_position,pg3_dead_heat,pg3_horse,pg3_jockey,pg3_country,pg3_weight,pg3_margin,dslr
21/05/2016,Rosehill,7,6,Jiayuguan,21/03/2015,Rosehill,+2m Entire Course,2,Hertz Epona Stakes,3yo+,Apprentices Cannot Claim,Fillies & Mares,Open,Set Weight With Penalties,3,,11,HD,SN,117.3,600,34.44,11,Tommy Berry,,11,,11,10,11,FALSE,FALSE,FALSE,4.5,54,,,7,1,FALSE,Scratchy Bottom,Craig Williams,AUS,54,0.2,2,2,FALSE,Rising Romance,J B McDonald,NZ,59,0.2,5,3,FALSE,Telepathic,G Boss,NZ,54,0.4,10
21/05/2016,Rosehill,7,6,Jiayuguan,3/08/2015,Gosford,,1,Barrier Trial,,,,Barrier Trial Open,Catch Weight,,,7,1,1,63.43,,,6,K McEvoy,,6,,,,,FALSE,FALSE,FALSE,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,7,6,Jiayuguan,15/08/2015,Rosehill,+6m Entire Course,4,St Johns Pk Bowling Club-Bm80,3yo+,Apprentices Can Claim,Fillies & Mares,Benchmark 80,Handicap,,,12,LN,SN,84.05,600,34.52,11,C Reith,,12,,,12,12,FALSE,FALSE,FALSE,6.2,55.5,,,8,1,FALSE,Bring A Ring,K O'Hara,AUS,54,0.4,9,2,FALSE,Holy Delusions,G Schofield,AUS,58.5,0.4,12,3,FALSE,Marple Miss,J Bowman,AUS,58,0.6,147
21/05/2016,Rosehill,7,6,Jiayuguan,30/08/2015,Wyong,+2m Entire Circuit,7,Star 104.5 La Gioconda Hcp,,Apprentices Can Claim,Fillies & Mares,Open,Handicap,,,6,2.3,1,98.33,600,34.24,2,S Clipperton,,4,,6,6,6,FALSE,FALSE,FALSE,3.4,54,,,4,1,FALSE,Skyline Blush,Tim Clark,AUS,54.5,2.3,1,2,FALSE,Sofin,J Ford,AUS,54,2.3,5,3,FALSE,Chuchoter,Thomas Huet,NZ,54,3.3,15
21/05/2016,Rosehill,7,6,Jiayuguan,16/09/2015,Canterbury,TRUE,6,Hyland Race Colours (Bm70),3yo+,Apprentices Can Claim,,Benchmark 70,Handicap,,,13,0.8,NK,117.58,600,37.69,7,S Clipperton,,11,12,12,12,12,FALSE,FALSE,FALSE,8.9,58,,,1,1,FALSE,Muraqaba,B Shinn,AUS,58,0.8,9,2,FALSE,Hilarious Honour,J A Cassidy,NZ,54,0.8,6,3,FALSE,Low Places,J B McDonald,NZ,58,1.1,17
21/05/2016,Rosehill,7,6,Jiayuguan,29/09/2015,Kembla Grange,"+7m 1100m-Wp, +6m Remainder",3,Tatama Pty Ltd (Bm65),,Apprentices Can Claim,,Benchmark 65,Handicap,,,7,5.3,SN,152.69,600,36.73,2,B Shinn,,1,5,5,5,5,FALSE,FALSE,FALSE,5.3,59.5,,,6,2,FALSE,Strike Me Lucky,Taylor Marshall,AUS,57.5,5.3,4,3,FALSE,Majorly,B Avdulla,AUS,58,5.5,1,4,FALSE,Dubai Deer,Tommy Berry,GB,55.5,7.3,13
21/05/2016,Rosehill,7,6,Jiayuguan,17/10/2015,Randwick,+9m Entire Circuit,8,City Tattersalls Club Cup,3yo+,Apprentices Cannot Claim,,Open,Quality,LR,,10,SN,0.8,154.06,600,35.22,3,Regan Bayliss,,6,8,8,8,8,FALSE,FALSE,FALSE,2.4,54,,,1,1,FALSE,Ruling Dynasty,Tim Clark,AUS,54,0.2,4,2,FALSE,Junoob,J Parr,GB,59.5,0.2,9,3,FALSE,Prince Cheri,J Ford,FR,56.5,1,18
21/05/2016,Rosehill,7,6,Jiayuguan,3/11/2015,Randwick,+4m Entire Circuit,5,Girvan Waugh Construction-Bm78,3yo+,Apprentices Can Claim,,Benchmark 78,Handicap,,,10,0.5,2.5,151.41,600,37.16,5,T Angland,,1,7,8,8,6,FALSE,TRUE,FALSE,0.5,58,,,1,2,FALSE,Danjeu,J R Collett,IRE,58,0.5,3,3,FALSE,Zatopaz,C Reith,NZ,54.5,3,9,4,FALSE,He's Dreamin',S Clenton,AUS,55.5,5,17
21/05/2016,Rosehill,7,6,Jiayuguan,21/11/2015,Rosehill,+6m Entire Circuit,1,Kiwi (Bm81),3yo+,Apprentices Can Claim,,Benchmark 81,Handicap,,,6,HH,1.5,151.55,600,35.63,1,T Angland,,1,5,5,5,5,FALSE,FALSE,FALSE,0.1,58.5,,,5,2,FALSE,Hudson County,J Taylor,AUS,53.5,0.1,3,3,FALSE,Quick Strike,G Schofield,AUS,61,1.6,4,4,FALSE,Zatopaz,C Reith,NZ,54,1.7,18
21/05/2016,Rosehill,7,6,Jiayuguan,12/12/2015,Randwick,+3m Entire Circuit,5,Avijohn Contracting Xmas Cup,3yo+,Apprentices Cannot Claim,,Open,Quality,LR,,11,HN,HN,149.66,600,37.03,10,S Clipperton,,2,9,10,8,9,FALSE,TRUE,FALSE,0.2,54,,,5,1,FALSE,Sir John Hawkwood,B Spriggs,IRE,57.5,0.2,3,3,FALSE,Lucky Lucky Lucky,K McEvoy,AUS,55,0.4,7,4,FALSE,Quick Strike,J R Collett,AUS,54,0.6,21
21/05/2016,Rosehill,7,6,Jiayuguan,1/01/2016,Randwick,+9m Entire Circuit,5,Tattersalls Club Cup,3yo+,Apprentices Cannot Claim,,Open,Quality,LR,,9,1.3,LH,149.5,600,35.7,5,T Angland,,4,6,5,5,5,FALSE,TRUE,FALSE,1.9,54,,,8,1,FALSE,Vilanova,Tommy Berry,NZ,54.5,1.3,6,2,FALSE,Sir John Hawkwood,B Spriggs,IRE,59,1.3,4,3,FALSE,Lucky Lucky Lucky,K McEvoy,AUS,54.5,1.5,20
21/05/2016,Rosehill,7,6,Jiayuguan,15/04/2016,Warwick Farm,Timing - Manual : Rail - Normal,5,Barrier Trial,4yo+,,,Open Barrier Trial,Catch Weight,,,6,1.3,3,47,,,6,T Angland,,6,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,7,6,Jiayuguan,29/04/2016,Warwick Farm,Timing - Manual : Rail - Normal,1,Barrier Trial,3yo+,,,Open Class 1 Barrier Trial,Catch Weight,,,10,1.3,1.3,73.5,,,8,K McEvoy,,8,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,7,7,Marenostro,4/08/2014,Rosehill,,13,Barrier Trial,,,,Barrier Trial Maiden,Catch Weight,,,5,3,Hf Hd,54.15,,,5,J R Collett,,5,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,7,7,Marenostro,16/08/2014,Kembla Grange,+9m Entire Course,3,Mater Dei Special School Mdn,,Apprentices Can Claim,,Maiden,Set Weight,,,11,0.8,1.3,85.14,600,34.9,1,P B Beggy,,4,,5,4,4,FALSE,FALSE,FALSE,2.2,59,,,10,1,FALSE,Lonnero,J Ford,AUS,59,0.8,4,2,FALSE,Pink Magnolia,Mitchell Bell,AUS,57,0.8,6,3,FALSE,Caupolican,P Hammersley,AUS,59,2.1,
21/05/2016,Rosehill,7,7,Marenostro,30/08/2014,Hawkesbury,TRUE,4,Cystic Fibrosis Research Mdn,,Apprentices Can Claim,,Maiden,Handicap,,,13,0.8,HN,85.48,600,36.8,5,J Ford,,2,,2,2,5,FALSE,FALSE,FALSE,0.8,58.5,,,3,1,FALSE,Diamondrocker,P King,AUS,59,0.8,1,3,FALSE,Dashie De Luxe,C Nutman,AUS,52,1,13,4,FALSE,Mari Pintau,Peter Wells,AUS,56,2.3,14
21/05/2016,Rosehill,7,7,Marenostro,13/09/2014,Kembla Grange,"+3m 1100m To W/P, True Remainder",8,A J Campbell & Son Mdn Plate,,Apprentices Can Claim,,Maiden,Set Weight,,,9,3.3,0.8,99.51,600,36.85,6,J Ford,,1,,6,1,5,FALSE,TRUE,FALSE,3.3,59,,,9,2,FALSE,Humdinger,Lester Grace,AUS,55.5,3.3,1,3,FALSE,Call Me Up,K Jennings,AUS,56,4.1,2,4,FALSE,Foghorn,Peter Wells,AUS,59,6.4,14
21/05/2016,Rosehill,7,7,Marenostro,27/09/2014,Newcastle,+3m Entire Circuit,6,Coca-Cola Hcp (C1),,Apprentices Can Claim,,Class 1,Handicap,,,9,LN,1,98.08,600,36.08,7,J Ford,,1,,4,5,2,FALSE,FALSE,FALSE,0.4,59,,,6,2,FALSE,Rustic Melody,A Gibbons,AUS,54.5,0.4,2,3,FALSE,Ashtomina,Mitchell Bell,AUS,55,1.4,3,4,FALSE,Knightoftherealm,A Hyeronimus,AUS,56.5,1.7,14
21/05/2016,Rosehill,7,7,Marenostro,23/12/2014,Rosehill,,4,Barrier Trial,,,,Open Barrier Trial,Catch Weight,,,6,Hd,1.3,53.8,,,4,Thomas Huet,,4,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,7,7,Marenostro,3/01/2015,Rosehill,+5m Entire Circuit,3,De Bortoli Wines (Bm75),3yo+,Apprentices Can Claim,,Benchmark 75,Handicap,,,8,HN,0.8,80.04,600,34.28,4,Tommy Berry,,5,4,4,5,4,FALSE,FALSE,FALSE,2.1,55,,,7,1,FALSE,Shiraz,K McEvoy,AUS,58.5,0.2,6,2,FALSE,Harrier Jet,J Bowman,AUS,57.5,0.2,2,3,FALSE,Lester's Home,K O'Hara,AUS,56,1,98
21/05/2016,Rosehill,7,7,Marenostro,14/01/2015,Canterbury,TRUE,6,Schweppes (Rs0mw),3yo+,Apprentices Can Claim,,Rest 0 Metro Wins,Handicap,,,12,2.5,SN,93.65,600,36.28,5,T Angland,,9,,6,7,6,FALSE,FALSE,FALSE,5.8,57,,,6,1,FALSE,Sons Of John,J Penza,AUS,54.5,2.5,1,2,FALSE,Majaska,G Schofield,AUS,54.5,2.5,8,3,FALSE,Hirokin,B Avdulla,AUS,55.5,2.7,11
21/05/2016,Rosehill,7,7,Marenostro,24/01/2015,Randwick,+8m Entire Course,3,Tab Rewards (Bm80),3yo+,Apprentices Can Claim,,Benchmark 80,Handicap,,,7,0.5,0.8,110.04,600,34.75,4,Daniel Muscutt,,7,,1,1,1,FALSE,FALSE,FALSE,4,52.5,-1.5,,5,1,FALSE,Centre Pivot,J B McDonald,AUS,59.5,0.5,2,2,FALSE,Sasenkile,S Lisnyy,AUS,52,0.5,1,3,FALSE,Proper Madam,G Schofield,AUS,54,1.3,10
21/05/2016,Rosehill,7,7,Marenostro,6/02/2015,Canterbury,+6m Entire Course,7,Maybell Furniture Hire (Bm75),3yo+,Apprentices Can Claim,,Benchmark 75,Handicap,,,10,1.3,1,118.19,600,35.77,2,K McEvoy,,9,2,2,3,2,FALSE,FALSE,FALSE,7.1,54,,,1,1,FALSE,Sinjoren,Brodie Loy,AUS,55,1.3,9,2,FALSE,Zaboss,T Angland,AUS,55,1.3,3,3,FALSE,Felix Bay,J B McDonald,AUS,56,2.3,13
21/05/2016,Rosehill,7,7,Marenostro,18/05/2015,Rosehill,,4,Barrier Trial,,,,Open Barrier Trial,Catch Weight,,,8,Sh1/2Hd,1.5,63.4,,,3,T Angland,,3,,,,,FALSE,FALSE,FALSE,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,7,7,Marenostro,28/05/2015,Kembla Grange,+6m Entire Course,8,Calderwood Hcp (C2),,Apprentices Can Claim,,Class 2,Handicap,,,10,2,HH,95.2,600,35.9,8,J Bowman,,1,,4,3,4,FALSE,FALSE,FALSE,2,57.5,,,9,2,FALSE,Captain Manering,S Pollard,AUS,56.5,2,2,3,FALSE,Anantha,K Jennings,AUS,55,2.1,10,4,FALSE,Skyline Blush,Tommy Berry,AUS,55.5,2.3,111
21/05/2016,Rosehill,7,7,Marenostro,10/06/2015,Canterbury,+3m Entire Course,5,All Too Hard @ Vinery (Bm70),3yo+,Apprentices Can Claim,,Benchmark 70,Handicap,,,10,0.5,1,96,600,37.12,2,T Angland,,1,,3,2,4,FALSE,TRUE,FALSE,0.5,57.5,,,5,2,FALSE,Sheniyan,B Avdulla,IRE,55.5,0.5,1,3,FALSE,King Derota,M Travers,AUS,58.5,1.5,7,4,FALSE,Dure,J Ford,AUS,55,1.6,13
21/05/2016,Rosehill,7,7,Marenostro,24/06/2015,Canterbury,+6m Entire Course,8,Tab Rewards (Bm75),3yo+,Apprentices Can Claim,,Benchmark 75,Handicap,,,10,0.5,2,97.46,600,36.98,7,T Angland,,1,,3,4,2,FALSE,TRUE,FALSE,0.5,57,,,10,2,FALSE,Careless,Brodie Loy,AUS,56.5,0.5,8,3,FALSE,Just As Cosmic,K O'Hara,AUS,56.5,2.5,1,4,FALSE,Slivovitz,K Jennings,AUS,56.5,2.6,14
21/05/2016,Rosehill,7,7,Marenostro,4/07/2015,Rosehill,+8m Entire Course,8,Cellarbrations (Bm84),3yo+,Apprentices Can Claim,,Benchmark 84,Handicap,,,11,2.5,HD,93.06,600,36.5,6,T Angland,,3,,6,7,4,FALSE,TRUE,FALSE,2.7,55.5,,,10,1,FALSE,Hollywood Bound,B Shinn,AUS,56.5,2.5,1,2,FALSE,Great Esteem,J Bowman,AUS,57,2.5,7,4,FALSE,Grande Punto,J R Collett,AUS,56,3.2,10
21/05/2016,Rosehill,7,7,Marenostro,18/07/2015,Rosehill,TRUE,8,Forum Group (Bm78),3yo+,Apprentices Can Claim,,Benchmark 78,Handicap,,,6,1.3,4,95.7,600,37,5,J B McDonald,,1,2,2,2,2,FALSE,TRUE,FALSE,1.3,58.5,,,4,2,FALSE,Richard The First,S Clipperton,AUS,56.5,1.3,3,3,FALSE,Scottish Border,J Bowman,AUS,59,5.3,1,4,FALSE,Grande Punto,G Schofield,AUS,58.5,6.6,14
21/05/2016,Rosehill,7,7,Marenostro,1/08/2015,Rosehill,+3m Entire Course,4,Bisley Workwear Contest (Bm85),3yo+,Apprentices Can Claim,,Benchmark 85,Handicap,,,9,HN,HD,119.85,600,36.51,5,J B McDonald,,4,4,4,4,4,FALSE,TRUE,FALSE,0.5,57,,,7,1,FALSE,Campania,K McEvoy,AUS,54,0.2,8,2,FALSE,Zayam,D R Beasley,FR,54,0.2,2,3,FALSE,Artibai,B Avdulla,GB,54,0.4,14
21/05/2016,Rosehill,7,7,Marenostro,15/08/2015,Rosehill,+6m Entire Course,2,Dooleys (Bm80),3yo+,Apprentices Can Claim,,Benchmark 80,Handicap,,,10,SHH,1.3,90.01,600,34.27,10,W Costin,,3,2,2,2,2,FALSE,FALSE,FALSE,1.4,58,-1.5,,2,1,FALSE,Dylan's Rojo,Tommy Berry,AUS,58,0.1,6,2,FALSE,Mr One Eleven,D R Beasley,AUS,57,0.1,3,4,FALSE,Careless,S Clipperton,AUS,57,1.9,14
21/05/2016,Rosehill,7,7,Marenostro,29/08/2015,Rosehill,TRUE,2,Tab.Com.Au (Bm95),3yo+,Apprentices Can Claim,,Benchmark 95,Handicap,,,6,HD,1,91.96,600,35.04,5,J A Cassidy,,4,,3,3,2,FALSE,FALSE,FALSE,1.7,54,,,1,1,FALSE,Centre Pivot,J Bowman,AUS,59,0.2,2,2,FALSE,Foreign Prince,Tommy Berry,NZ,54,0.2,3,3,FALSE,Hollywood Bound,J R Collett,AUS,54.5,1.2,14
21/05/2016,Rosehill,7,7,Marenostro,12/09/2015,Rosehill,+2m Entire Circuit,1,Ranvet (Bm80),3yo+,Apprentices Can Claim,,Benchmark 80,Handicap,,,9,SHH,0.5,112.37,600,33.87,8,J B McDonald,,6,2,2,2,4,FALSE,FALSE,FALSE,1.7,59.5,,,2,1,FALSE,Herne's Oak,B Avdulla,AUS,54.5,0.1,3,2,FALSE,Dance Of Heroes,T Angland,GB,55,0.1,4,3,FALSE,Karigara,Tommy Berry,NZ,54,0.6,14
21/05/2016,Rosehill,7,7,Marenostro,19/09/2015,Randwick,TRUE,8,Tab Rewards (Bm85),3yo+,Apprentices Can Claim,,Benchmark 85,Handicap,,,12,NK,SH,98.65,600,37.26,5,K McEvoy,,7,,6,7,3,FALSE,FALSE,FALSE,2.5,56.5,,,6,1,FALSE,Ruling Dynasty,Tommy Berry,AUS,54.5,0.3,8,2,FALSE,Sabkhat,S Clipperton,AUS,55,0.3,4,3,FALSE,Farolitos,J B McDonald,AUS,56.5,0.4,7
21/05/2016,Rosehill,7,7,Marenostro,8/12/2015,Rosehill,,10,Barrier Trial,,,,Barrier Trial Open,Catch Weight,,,6,1.8,3-Apr,53.3,,,4,T Angland,,4,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,7,7,Marenostro,22/12/2015,Rosehill,,1,Barrier Trial,,,,Open Barrier Trial,Catch Weight,,,9,3-Apr,Hf Hd,64.6,,,2,P C O'Donnell,,2,,,,,FALSE,FALSE,FALSE,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,7,7,Marenostro,4/01/2016,Rosehill,,2,Barrier Trial,,,,Barrier Trial Open,Catch Weight,,,5,Lg Nk,Sh Hd,64.8,,,5,J B McDonald,,5,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,7,7,Marenostro,9/01/2016,Canterbury,TRUE,4,McGrath Estate Agents (Bm83),3yo+,Apprentices Can Claim,,Benchmark 83,Handicap,,,6,SHH,1.5,95.93,600,35.13,3,S Clipperton,,1,,1,1,1,FALSE,FALSE,FALSE,0.1,59.5,,,5,2,FALSE,Cauthen's Power,A Adkins,NZ,53.5,0.1,1,3,FALSE,Zin Zan Eddie,K Jennings,AUS,58,1.6,4,4,FALSE,Final Decision,J Taylor,AUS,54,3,112
21/05/2016,Rosehill,7,7,Marenostro,16/01/2016,Randwick,TRUE,1,Global Independent Qc Hcp,3yo+,Apprentices Can Claim,,Open,Handicap,,,5,SN,SN,97.57,600,35.33,3,Taylor Marshall,,2,,2,2,2,FALSE,TRUE,FALSE,0.2,52,-2,,5,1,FALSE,Snippets Land,W Costin,AUS,53,0.2,4,3,FALSE,Slow Pace,Tommy Berry,USA,54,0.4,2,4,FALSE,Monton,A Adkins,AUS,59.5,2.1,7
21/05/2016,Rosehill,7,7,Marenostro,30/01/2016,Rosehill,TRUE,1,McGrath Estate Agents (Bm91),3yo+,Apprentices Can Claim,,Benchmark 91,Handicap,,,5,2.5,2.3,92.33,600,35.51,2,J B McDonald,,2,,3,4,3,FALSE,FALSE,FALSE,2.5,58.5,,,3,1,FALSE,Start Wondering,J Bowman,NZ,58,2.5,4,3,FALSE,Kaleidoscope,A Adkins,NZ,51.5,4.8,1,4,FALSE,Hippopus,B Avdulla,NZ,61,7.3,14
21/05/2016,Rosehill,7,7,Marenostro,20/02/2016,Rosehill,+3m Entire Circuit,2,Ranvet (Bm92),3yo+,Apprentices Can Claim,,Benchmark 92,Handicap,,,7,0.8,SHH,89.45,600,34.12,2,J Bowman,,3,3,3,3,3,FALSE,TRUE,FALSE,0.9,58,,,4,1,FALSE,Himalaya Dream,Tommy Berry,FR,54,0.8,5,2,FALSE,Maurus,J R Collett,GB,60,0.8,7,4,FALSE,Great Esteem,K McEvoy,AUS,59.5,1.5,21
21/05/2016,Rosehill,7,7,Marenostro,5/03/2016,Randwick,TRUE,3,Girvan Waugh Randwick City,3yo+,Apprentices Cannot Claim,,Open,Quality,LR,,9,HD,3,121.48,600,36.89,4,G Schofield,,6,2,3,4,1,FALSE,FALSE,FALSE,5.9,54,,,1,1,FALSE,Libran,B Avdulla,IRE,54,0.2,3,2,FALSE,Allergic,J B McDonald,AUS,54.5,0.2,9,3,FALSE,Maurus,J R Collett,GB,54,3.2,14
21/05/2016,Rosehill,7,7,Marenostro,9/05/2016,Rosehill,Timing - Manual : Rail - Normal,4,Barrier Trial,3yo+,,,Open Barrier Trial,Catch Weight,,,9,Ns,1.5,55.4,,,2,T Angland,,2,,,,,FALSE,FALSE,FALSE,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,7,8,Gamblestown,26/07/2013,Warwick Farm,,3,Barrier Trial,,,,Open Barrier Trial,Catch Weight,,,8,1.8,3.3,46.6,,,3,C Reith,,3,,,,,FALSE,FALSE,FALSE,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,7,8,Gamblestown,5/08/2013,Rosehill,,15,Barrier Trial,,,,Maiden Barrier Trial,Catch Weight,,,8,1.3,Hd,54.3,,,2,K O'Hara,,2,,,,,FALSE,FALSE,FALSE,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,7,8,Gamblestown,17/08/2013,Kembla Grange,TRUE,2,Join The Illawarra T.C. Mdn,,Apprentices Can Claim,"Colts, Horses & Geldings",Maiden,Handicap,,,12,3.8,0.8,70.2,600,35.36,1,Patrick Murphy,,1,,3,3,3,FALSE,FALSE,FALSE,3.8,55.5,,,3,2,FALSE,Ultimate Glory,Mitchell Bell,AUS,55,3.8,6,3,FALSE,Liberty's Choice,A Hyeronimus,AUS,58,4.6,5,4,FALSE,Majestic Reign,A Gibbons,AUS,57,5.1,
21/05/2016,Rosehill,7,8,Gamblestown,10/09/2013,Kembla Grange,+5m Entire Course,5,Markey Saddlery Hcp (C1),,Apprentices Can Claim,,Class 1,Handicap,,,9,0.8,SN,71.42,600,35.05,3,B Shinn,,1,,5,5,5,FALSE,TRUE,FALSE,0.8,56,,,5,2,FALSE,Manor House,Josh Adams,AUS,54,0.8,6,3,FALSE,Berna,Tommy Berry,AUS,56.5,1,8,4,FALSE,She's Trendy,Nathan Berry,NZ,54.5,1.2,24
21/05/2016,Rosehill,7,8,Gamblestown,29/09/2013,Warwick Farm,TRUE,3,Become An Atc Sponsor (Rs0mw),3yo,Apprentices Can Claim,Colts & Geldings,Rest 0 Metro Wins,Handicap,,,7,0.5,SHH,76.68,600,34.48,1,K O'Hara,,3,,,4,4,FALSE,FALSE,FALSE,0.6,59,,,5,1,FALSE,Surge Ahead,J R Collett,AUS,56.5,0.5,7,2,FALSE,Bernabeu,J B McDonald,AUS,57,0.5,2,4,FALSE,Superstition,J Parr,AUS,57.5,0.7,19
21/05/2016,Rosehill,7,8,Gamblestown,12/10/2013,Randwick,"+6m 1600m To Wp, True Remainder",3,The Great Gatsby Blu-Ray-Bm74,3yo,Apprentices Can Claim,,Benchmark 74,Handicap,,,9,SH,HN,83.12,600,35.51,7,B Shinn,,2,,6,6,6,FALSE,FALSE,FALSE,0.1,56.5,,,5,1,FALSE,Chateau Lafaite,G Schofield,AUS,54.5,0.1,6,3,FALSE,Malice,J Parr,AUS,56,0.3,9,4,FALSE,Vitello,A Hyeronimus,AUS,55.5,0.8,13
21/05/2016,Rosehill,7,8,Gamblestown,19/10/2013,Randwick,TRUE,2,City Tatts Inglis Bonus (Bm73),3yo,Apprentices Can Claim,,Benchmark 73,Handicap,,,9,NS,0.5,96.01,600,35.68,5,B Shinn,,4,,2,2,2,FALSE,TRUE,FALSE,1.4,58.5,,,6,1,FALSE,Best Case,C Reith,NZ,55,0.1,8,2,FALSE,Kirramosa,J R Collett,NZ,57.5,0.1,1,3,FALSE,Vitello,Tim Clark,AUS,56,0.6,7
21/05/2016,Rosehill,7,8,Gamblestown,20/01/2014,Hawkesbury,,9,Barrier Trial,,,,Open Barrier Trial,Catch Weight,,,6,Lg Nk,1.3,44.74,,,5,J R Collett,,5,,,,,FALSE,FALSE,FALSE,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,7,8,Gamblestown,31/01/2014,Randwick,,14,Barrier Trial,,,,Open Barrier Trial,Catch Weight,,,9,Lg Nk,3-Apr,43.7,,,2,B Shinn,,5,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,7,8,Gamblestown,5/02/2014,Canterbury,+6m Entire Course,4,Tab Iphone App (Rs0mw),3yo,Apprentices Can Claim,Colts & Geldings,Rest 0 Metro Wins,Handicap,,,7,1.8,1.8,73.25,600,35.76,1,B Shinn,,2,,,2,2,FALSE,TRUE,FALSE,1.8,60,,,7,1,FALSE,Knight Templar,N Rawiller,AUS,58.5,1.8,3,3,FALSE,Lester's Home,A Gibbons,AUS,54,3.6,6,4,FALSE,Superstition,J Parr,AUS,56.5,3.7,109
21/05/2016,Rosehill,7,8,Gamblestown,22/02/2014,Randwick,+7m Entire Course,6,Ezymart (Bm79),3yo+,Apprentices Can Claim,,Benchmark 79,Handicap,,,12,1,1,82.51,600,34.61,4,J A Cassidy,,9,,,11,8,FALSE,TRUE,FALSE,6.5,53.5,,,9,1,FALSE,Leebaz,C W Brown,NZ,57,1,1,2,FALSE,Canny Ballad,B Shinn,AUS,58.5,1,8,3,FALSE,Seaside,Tommy Berry,AUS,56,2,17
21/05/2016,Rosehill,7,8,Gamblestown,20/03/2014,Warwick Farm,+3m Entire Course,3,Ibis Milano Dinner Spec.-Bm70,3yo,Apprentices Can Claim,Colts & Geldings,Benchmark 70,Handicap,,,9,0.5,NK,76.86,600,34.84,5,B Shinn,,9,,,9,9,TRUE,FALSE,FALSE,13.2,59.5,,,9,1,FALSE,Citations,K McEvoy,AUS,57.5,0.5,2,2,FALSE,Superstition,C Reith,AUS,59.5,0.5,4,3,FALSE,Storm Approach,J Parr,AUS,60,0.8,26
21/05/2016,Rosehill,7,8,Gamblestown,2/04/2014,Warwick Farm,"+5m 1000m To W/P, +3m Remainder",5,Pro-Ride (Bm70),3yo,Apprentices Can Claim,,Benchmark 70,Handicap,,,11,NK,1.8,84.56,600,36.37,4,B Shinn,,2,,6,5,6,TRUE,FALSE,FALSE,0.3,59.5,,,11,1,FALSE,Spy Decoder,J B McDonald,NZ,56,0.3,10,3,FALSE,Juantorena,S Clipperton,AUS,55,2.1,9,4,FALSE,Fracking,J R Collett,IRE,57.5,2.4,13
21/05/2016,Rosehill,7,8,Gamblestown,12/04/2014,Randwick,TRUE,2,Carbine Club Stakes,3yo,Apprentices Cannot Claim,,Open,Set Weight With Penalties,3,,11,2,0.5,100.32,600,36.87,1,J A Cassidy,,8,,5,6,4,TRUE,FALSE,FALSE,6.1,56,,,5,1,FALSE,Gypsy Diamond,J B McDonald,AUS,57,2,6,2,FALSE,Casino Dancer,C Schofield,AUS,54,2,11,3,FALSE,Rock Sturdy,J Bowman,AUS,56,2.5,10
21/05/2016,Rosehill,7,8,Gamblestown,26/04/2014,Randwick,"+3m 2000m To 1400m, +9m Remainder",4,Johnnie Walker Frank Packer,3yo,Apprentices Cannot Claim,,Open,Set Weight,3,,9,1.3,1.3,126.53,600,36.98,6,J A Cassidy,,8,7,7,7,8,TRUE,FALSE,FALSE,14.6,56.5,,,2,1,FALSE,Arabian Gold,D Oliver,AUS,54.5,1.3,1,2,FALSE,Pheidon,Tommy Berry,AUS,56.5,1.3,7,3,FALSE,Malice,K McEvoy,AUS,56.5,2.6,14
