curr_meeting_date,curr_venue_name,curr_race_number,curr_tab_number,horse_name,meeting_date,venue,rail_position,race_number,race_name,condition_age,condition_jockey,condition_sex,condition_class,condition_weight,condition_group,race_record,starters,margin_1,margin_2,race_duration,sectional_distance,sectional_time,barrier,jockey,abnormal_finish,position_finish,position_1200m,position_800m,position_400m,position_settling,blinkers_on,favourite,dead_heat,margin,weight_carried,weight_adjustment,stewards_report,pg1_barrier,pg1_position,pg1_dead_heat,pg1_horse,pg1_jockey,pg1_country,pg1_weight,pg1_margin,pg2_barrier,pg2_position,pg2_dead_heat,pg2_horse,pg2_jockey,pg2_country,pg2_weight,pg2_margin,pg3_barrier,pg3_position,pg3_dead_heat,pg3_horse,pg3_jockey,pg3_country,pg3_weight,pg3_margin,dslr
21/05/2016,Rosehill,5,7,High Spirit,30/11/2015,Randwick,,17,Barrier Trial,,,,Open Barrier Trial,Catch Weight,,,7,Sh Hd,1,41.9,,,2,K McEvoy,,2,,,,,FALSE,FALSE,FALSE,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,7,High Spirit,16/12/2015,Canterbury,+6m Entire Circuit,1,All Too Hard @ Vinery Mdn Hcp,3yo,Apprentices Can Claim,Colts & Geldings,Maiden,Handicap,,,10,HH,3.3,71.7,600,35.6,2,B Shinn,,4,,,5,5,FALSE,TRUE,FALSE,5.2,59,,,10,1,FALSE,Raised A Legend,J Pracey-Holmes,AUS,52.5,0.1,3,2,FALSE,Elusive Star,R Hutchings,AUS,57.5,0.1,1,3,FALSE,Dreamforce,T Angland,AUS,59,3.4,
21/05/2016,Rosehill,5,7,High Spirit,1/01/2016,Randwick,+9m Entire Circuit,1,All Too Hard @vinery Mdn Plate,3yo,Apprentices Can Claim,Colts & Geldings,Maiden,Set Weight,,,8,1.3,1.8,82.94,600,34.24,3,B Shinn,,2,,2,2,2,FALSE,FALSE,FALSE,1.3,56,,,6,1,FALSE,Old North,J B McDonald,AUS,56,1.3,1,3,FALSE,Muscle Truck,K McEvoy,AUS,56,3.1,2,4,FALSE,Aldesaar,J R Collett,AUS,56,3.8,16
21/05/2016,Rosehill,5,7,High Spirit,20/01/2016,Warwick Farm,+3m Entire Circuit,1,Tab More Than Just Winning Mdn,3yo,Apprentices Can Claim,,Maiden,Handicap,,,14,0.5,2,81.98,600,34.82,3,J Bowman,,2,,3,2,7,FALSE,FALSE,FALSE,0.5,58,,,2,1,FALSE,Montaigne,Mitchell Bell,NZ,58.5,0.5,4,3,FALSE,Lady Carnoustie,B Avdulla,NZ,56.5,2.5,1,4,FALSE,Over The Air,K O'Hara,AUS,58,3.6,19
21/05/2016,Rosehill,5,7,High Spirit,3/02/2016,Canterbury,TRUE,2,Ranvet Mdn Hcp,3yo,Apprentices Can Claim,,Maiden,Handicap,,,8,LH,0.5,95.54,600,36.35,8,J Bowman,,3,,2,2,2,FALSE,TRUE,FALSE,0.7,59,,,5,1,FALSE,Hembrook,B Avdulla,AUS,54,0.2,6,2,FALSE,Over The Air,A Adkins,AUS,54.5,0.2,1,4,FALSE,Austin,J B McDonald,NZ,56,0.8,14
21/05/2016,Rosehill,5,7,High Spirit,15/04/2016,Warwick Farm,Timing - Manual : Rail - Normal,17,Barrier Trial,3yo,,,Maiden Barrier Trial Open,Catch Weight,,,6,Lg Nk,1-Feb,48.3,,,5,B Shinn,,5,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,7,High Spirit,5/05/2016,Gosford,+3m Entire Circuit,1,Central Coast Ldv Mdn,,Apprentices Can Claim,"Colts, Horses & Geldings",Maiden,Set Weight,,,6,NK,HH,72.61,600,36.46,2,Tim Clark,,1,,4,4,4,FALSE,TRUE,FALSE,0.3,59,,,1,2,FALSE,Bold Looker,C G O'Brien,AUS,59,0.3,6,3,FALSE,Rainbow Nation,C Reith,AUS,59,0.4,4,4,FALSE,Zadok The Priest,A Gibbons,AUS,59,0.6,92
21/05/2016,Rosehill,5,8,Dreamforce,21/07/2015,Rosehill,,8,Barrier Trial,,,,Barrier Trial Maiden,Catch Weight,,,8,1.3,Nk,55.4,,,7,J Bowman,,7,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,8,Dreamforce,16/11/2015,Randwick,,15,Barrier Trial,,,,Maiden Barrier Trial,Catch Weight,,,8,2,1,43.4,,,6,B Shinn,,6,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,8,Dreamforce,2/12/2015,Wyong,,2,Barrier Trial,,,,Open Barrier Trial,Catch Weight,,,5,Hd,Lg hd,61.16,600,35.25,3,S Clipperton,,3,,,,,FALSE,FALSE,FALSE,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,8,Dreamforce,16/12/2015,Canterbury,+6m Entire Circuit,1,All Too Hard @ Vinery Mdn Hcp,3yo,Apprentices Can Claim,Colts & Geldings,Maiden,Handicap,,,10,HH,3.3,71.7,600,35.6,1,T Angland,,3,,,3,4,FALSE,FALSE,FALSE,3.4,59,,,10,1,FALSE,Raised A Legend,J Pracey-Holmes,AUS,52.5,0.1,3,2,FALSE,Elusive Star,R Hutchings,AUS,57.5,0.1,2,4,FALSE,High Spirit,B Shinn,AUS,59,5.2,
21/05/2016,Rosehill,5,8,Dreamforce,8/04/2016,Randwick,Timing - Manual : Rail - Normal,11,Barrier Trial,3yo,,Colts & Geldings,Barrier Trial Maiden,Catch Weight,,,9,Ns,2.8,63.3,,,8,B Shinn,,8,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,8,Dreamforce,22/04/2016,Randwick,Timing - Manual : Rail - Normal,1,Barrier Trial,3yo+,,,Barrier Trial Open,Catch Weight,,,7,1.3,5.8,73.8,,,2,T Angland,,2,,,,,FALSE,FALSE,FALSE,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,8,Dreamforce,3/05/2016,Kembla Grange,TRUE,7,Tatama Pty Ltd Mdn Hcp,,Apprentices Can Claim,,Maiden,Handicap,,,8,1.8,1.5,85.08,600,34.02,6,B Shinn,,1,,1,1,1,FALSE,TRUE,FALSE,1.8,58.5,,,8,2,FALSE,Velleity,Tim Clark,AUS,58,1.8,4,3,FALSE,Lord Marmaduke,C Reith,AUS,59,3.3,2,4,FALSE,Pennsylvania Ave,Mitchell Bell,AUS,56.5,4.1,139
21/05/2016,Rosehill,5,9,Dubaiinstyle,20/05/2015,Ruakaka,TRUE,1,Bill Woods Memorial Mdn,2yo,Apprentices Can Claim,,Maiden,Set Weight,,,10,LH,1.5,45.37,,,9,G L Cooksley,,8,,,8,8,FALSE,FALSE,FALSE,6,57.5,,,4,1,FALSE,Fun Machine,L G Innes,AUS,57.5,0.2,2,2,FALSE,Okagbare,C J Grylls,NZ,55.5,0.2,7,3,FALSE,Sheradream,Z W Moki,NZ,53.5,1.7,
21/05/2016,Rosehill,5,9,Dubaiinstyle,21/06/2015,Te Aroha,TRUE,3,McDonalds Lime Ltd 2yo,2yo,Apprentices Can Claim,,Open,Set Weight With Penalties,,,12,LH,1.8,63.46,,,2,D S Johnson,,3,,,3,7,FALSE,FALSE,FALSE,2,56,,,11,1,FALSE,Duke Of Millfield,B R Jones,NZ,56,0.2,3,2,FALSE,The Dom,A F Jones,NZ,54,0.2,1,4,FALSE,Satellite Genius,V E Gatu,NZ,53,2.5,32
21/05/2016,Rosehill,5,9,Dubaiinstyle,29/07/2015,Te Awamutu,Out 6 Metres,4,Limmer Lodge Mdn,2yo,Apprentices Can Claim,,Maiden,Set Weight,,,9,HD,1.3,74.84,,,3,C J Grylls,,4,,,5,3,FALSE,FALSE,FALSE,5.5,57.5,,,8,1,FALSE,Keandra,M C Sweeney,NZ,55.5,0.2,5,2,FALSE,Alamer,M J McNab,NZ,55.5,0.2,4,3,FALSE,Prodigal Son,L G Innes,NZ,57.5,1.5,38
21/05/2016,Rosehill,5,9,Dubaiinstyle,18/09/2015,Taupo,TRUE,5,Catelli's Motel Taupo Mdn,3yo+,Apprentices Can Claim,,Maiden,Set Weight With Allowances,,,9,1.3,SN,71.93,,,1,O P Bosson,,1,,,3,3,FALSE,FALSE,FALSE,1.3,56,,,9,2,FALSE,Great Expectations,C J Grylls,NZ,54,1.3,7,3,FALSE,Slice Of Cake,L G Innes,NZ,56,1.5,8,4,FALSE,The Brave One,S M McKay,NZ,54,3.8,51
21/05/2016,Rosehill,5,9,Dubaiinstyle,10/10/2015,Matamata,TRUE,3,Waharoa Livestock 3yo,3yo,Apprentices Can Claim,,Open,Set Weight With Penalties,,,9,1.8,1,83.24,,,1,D S Johnson,,2,,3,4,5,FALSE,FALSE,FALSE,1.8,57.5,,,4,1,FALSE,Ali Baba,G L Cooksley,NZ,56,1.8,8,3,FALSE,Liapari,M T Coleman,NZ,57.5,2.8,5,4,FALSE,Wawrinka,L Magorrian,NZ,56.5,3.3,22
21/05/2016,Rosehill,5,9,Dubaiinstyle,24/10/2015,Trentham,TRUE,6,Nztba Wellington Gneas Trial,3yo,Apprentices Can Claim,,Open,Set Weight With Penalties,,,11,2.3,LN,87.03,,,11,D S Johnson,,2,,1,1,4,FALSE,FALSE,FALSE,2.3,57.5,,,4,1,FALSE,Xtravagant,M Cameron,NZ,57.5,2.3,3,3,FALSE,Liapari,D G Bradley,NZ,57.5,2.7,2,4,FALSE,Perfect Harmonee,Dylan Mo,NZ,54.5,2.9,14
21/05/2016,Rosehill,5,9,Dubaiinstyle,19/01/2016,Rosehill,Timing - Manual : Rail - Normal,12,Barrier Trial,,,,Open Barrier Trial,Catch Weight,,,7,2,3-Apr,56.1,,,6,J Bowman,,6,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,9,Dubaiinstyle,1/02/2016,Rosehill,Timing - Manual : Rail - Normal,11,Barrier Trial,3yo,,,Barrier Trial Open,Catch Weight,,,9,1.5,1-Feb,55.7,,,7,J B McDonald,,7,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,9,Dubaiinstyle,12/02/2016,Canterbury,+3m Entire Circuit,4,Bowermans Furniture (Bm67),3yo,Apprentices Can Claim,,Benchmark 67,Handicap,,,10,SHH,SH,70.6,600,35.59,9,J Bowman,,8,,,9,10,FALSE,FALSE,FALSE,2,60.5,,,4,1,FALSE,Top Score,T Angland,AUS,60.5,0.1,1,2,FALSE,Art Nouveau,James P Innes,AUS,57,0.1,5,3,FALSE,Snitzel Knight,W Costin,AUS,57.5,0.2,111
21/05/2016,Rosehill,5,9,Dubaiinstyle,24/02/2016,Rosehill,+6m Entire Circuit,7,Di Parker (Bm77),3yo+,Apprentices Can Claim,,Benchmark 77,Handicap,,,10,0.5,HH,82.31,600,34.9,6,K McEvoy,,9,,8,8,8,FALSE,FALSE,FALSE,6.3,55,,,3,1,FALSE,Mary Lou,B Shinn,AUS,58.5,0.5,7,2,FALSE,Mccreery,J Bowman,GB,60,0.5,8,3,FALSE,Mr Entertainer,K Jennings,AUS,56.5,0.6,12
21/05/2016,Rosehill,5,9,Dubaiinstyle,9/03/2016,Warwick Farm,+3m Entire Circuit,5,All Too Hard (Bm67),3yo,Apprentices Can Claim,,Benchmark 67,Handicap,,,9,1.3,SHH,96.79,600,34.92,3,J Bowman,,4,,4,3,4,FALSE,FALSE,FALSE,4.4,60,,,8,1,FALSE,Happy Hannah,B Shinn,AUS,57.5,1.3,2,2,FALSE,Falkenberg,K McEvoy,AUS,58,1.3,1,3,FALSE,Moher,J B McDonald,AUS,60,1.4,14
21/05/2016,Rosehill,5,9,Dubaiinstyle,28/03/2016,Warwick Farm,"+5m 1000m-W/P, +3m Remainder",5,Schweppes (Bm67),3yo,Apprentices Can Claim,,Benchmark 67,Handicap,,,7,4.5,HN,96.32,600,36.45,6,J Bowman,,2,,1,1,1,TRUE,FALSE,FALSE,4.5,59.5,,,1,1,FALSE,Falkenberg,K McEvoy,AUS,58.5,4.5,5,3,FALSE,Montignac,J B McDonald,AUS,57,4.7,7,4,FALSE,Rodrico,T Angland,AUS,58,5,19
21/05/2016,Rosehill,5,9,Dubaiinstyle,16/05/2016,Warwick Farm,Timing - Manual : Rail - Normal,10,Barrier Trial,3yo,,,Barrier Trial Open,Catch Weight,,,6,Sh Hd,1-Feb,49.4,,,5,R Hutchings,,5,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,10,Snitzel Knight,21/08/2015,Randwick,,13,Barrier Trial,,,,Barrier Trial Open,Catch Weight,,,10,1,Nk,44.4,,,4,C Reith,,3,,,,,FALSE,FALSE,FALSE,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,10,Snitzel Knight,8/09/2015,Kembla Grange,+3m Entire Circuit,1,Windang Bowls Mdn Hcp,3yo,Apprentices Can Claim,,Maiden,Handicap,,,14,0.5,NK,58.47,600,33.8,12,W Costin,,5,,,7,3,FALSE,FALSE,FALSE,1.5,59,,,7,1,FALSE,Dorf Star,T Angland,AUS,58,0.5,14,2,FALSE,Sonic Swish,C Lever,AUS,59,0.5,9,3,FALSE,Star Art,J B McDonald,AUS,56.5,0.8,
21/05/2016,Rosehill,5,10,Snitzel Knight,26/09/2015,Kembla Grange,+6m Entire Circuit,6,Bulli Pass Mdn Hcp,,Apprentices Can Claim,"Colts, Horses & Geldings",Maiden,Handicap,,,10,NK,SN,80.3,600,34.7,8,Mitchell Bell,,3,,9,8,9,FALSE,TRUE,FALSE,0.5,56.5,,,2,1,FALSE,Hand From Above,Travis Wolfgram,AUS,56.5,0.3,9,2,FALSE,Asked To Leave,J Ford,AUS,56.5,0.3,6,4,FALSE,Bright Future,S Pollard,AUS,55,3.1,18
21/05/2016,Rosehill,5,10,Snitzel Knight,4/01/2016,Rosehill,,16,Barrier Trial,,,,Barrier Trial Maiden,Catch Weight,,,7,1-Feb,Ns,54,,,4,C Reith,,4,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,10,Snitzel Knight,24/01/2016,Wyong,TRUE,4,2go Fm Loves Central Coast Mdn,,Apprentices Can Claim,"Colts, Horses & Geldings",Maiden,Handicap,,,13,2.3,0.8,71.23,600,35.58,10,W Costin,,1,,,6,5,FALSE,TRUE,FALSE,2.3,57,,,13,2,FALSE,Cascata Rossa,C Lever,AUS,57.5,2.3,5,3,FALSE,Excitable,P King,AUS,57.5,3.1,2,4,FALSE,Blacklisted,K O'Hara,AUS,57.5,3.4,120
21/05/2016,Rosehill,5,10,Snitzel Knight,12/02/2016,Canterbury,+3m Entire Circuit,4,Bowermans Furniture (Bm67),3yo,Apprentices Can Claim,,Benchmark 67,Handicap,,,10,SHH,SH,70.6,600,35.59,5,W Costin,,3,,,7,7,FALSE,FALSE,FALSE,0.2,57.5,-1.5,,4,1,FALSE,Top Score,T Angland,AUS,60.5,0.1,1,2,FALSE,Art Nouveau,James P Innes,AUS,57,0.1,7,4,FALSE,Wide Acclaim,S Clenton,AUS,59,0.4,19
21/05/2016,Rosehill,5,10,Snitzel Knight,2/03/2016,Warwick Farm,TRUE,3,Cafe Culture + Insitu (Bm67),3yo,Apprentices Can Claim,,Benchmark 67,Handicap,,,12,1.8,HH,82.65,600,35.33,3,J Bowman,,3,,5,4,6,FALSE,TRUE,FALSE,1.9,59.5,,,7,1,FALSE,Old North,J B McDonald,AUS,60.5,1.8,11,2,FALSE,Water Diviner,A Adkins,AUS,57.5,1.8,5,4,FALSE,Bubbleberry,Lester Grace,AUS,56.5,2.6,19
21/05/2016,Rosehill,5,10,Snitzel Knight,29/04/2016,Warwick Farm,Timing - Manual : Rail - Normal,13,Barrier Trial,3yo,,Colts & Geldings,Open Barrier Trial,Catch Weight,,,7,1,5.8,47.4,,,4,B Shinn,,4,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,10,Snitzel Knight,11/05/2016,Canterbury,+8m Entire Circuit.,7,Tab More Than Winning (Bm72),3yo+,Apprentices Can Claim,,Benchmark 72,Handicap,,,10,0.8,SN,74.62,600,36.05,3,W Costin,,4,,9,9,9,FALSE,FALSE,FALSE,2.2,55.5,-1.5,,4,1,FALSE,Bullrush,K Jennings,NZ,57,0.8,7,2,FALSE,Fortune Patch,C Reith,AUS,57,0.8,1,3,FALSE,Majaska,S Clipperton,AUS,57,1,70
21/05/2016,Rosehill,5,11,More Than Fabulous,22/09/2014,Randwick,,9,Barrier Trial,,,,Open Barrier Trial,Catch Weight,,,7,1-Feb,1.8,50.29,,,6,B McDougall,,2,,,,,FALSE,FALSE,FALSE,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,11,More Than Fabulous,4/10/2014,Randwick,TRUE,2,Nsw T'bred Breeders' Plate,2yo,Apprentices Cannot Claim,Colts & Geldings,Open,Set Weight,LR,,11,1.3,1.3,57.58,600,34.97,6,J Lloyd,,11,,,4,4,TRUE,FALSE,FALSE,10.6,56,,,5,1,FALSE,Vancouver,T Angland,AUS,56,1.3,7,2,FALSE,Sooboog,J B McDonald,AUS,56,1.3,3,3,FALSE,Wolf Cry,C Reith,AUS,56,2.6,
21/05/2016,Rosehill,5,11,More Than Fabulous,9/12/2014,Warwick Farm,,6,Barrier Trial,,,,Barrier Trial Open,Catch Weight,,,7,1.5,1,44.6,,,5,A Hyeronimus,,6,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,11,More Than Fabulous,10/01/2015,Newcastle,+6m Entire Course,1,Lake Macquarie Priv. Hosp. Mdn,2yo,Apprentices Can Claim,,Maiden,Set Weight,,,7,0.5,SHH,71.53,600,34.21,3,C G O'Brien,,3,,4,5,4,FALSE,FALSE,FALSE,0.6,57,,,7,1,FALSE,Unsinkable,Erhan Kacmaz,AUS,53,0.5,6,2,FALSE,Lady Fleetfoot,Daniel Muscutt,AUS,53.5,0.5,4,4,FALSE,Ramla Bay,B Spriggs,AUS,55,1.6,98
21/05/2016,Rosehill,5,11,More Than Fabulous,4/02/2015,Warwick Farm,"+5m 1000m To W/P, +3m Remainder",1,Tab Rewards Mdn Plate,2yo,Apprentices Can Claim,,Maiden,Set Weight,,,8,2.5,SN,67.8,600,34.74,4,W Costin,,5,,,5,4,FALSE,FALSE,FALSE,3.3,55,-2,,5,1,FALSE,Always Allison,G Schofield,AUS,55,2.5,1,2,FALSE,Badraan,B Shinn,AUS,57,2.5,2,3,FALSE,Clash Of Clans,T Angland,AUS,57,2.7,25
21/05/2016,Rosehill,5,11,More Than Fabulous,25/02/2015,Rosehill,+8m Entire Circuit,2,Mossman @ Vinery Mdn Plate,2yo,Apprentices Can Claim,,Maiden,Set Weight,,,12,1.8,LH,66.04,600,34.92,12,G Schofield,,3,,,7,10,FALSE,FALSE,FALSE,2,57,,,1,1,FALSE,Inner Circle,J B McDonald,AUS,57,1.8,3,2,FALSE,Edge Away,Lester Grace,AUS,53,1.8,8,4,FALSE,Realise Potential,J Bowman,AUS,57,3.9,21
21/05/2016,Rosehill,5,11,More Than Fabulous,11/03/2015,Randwick,+10m Entire Course,2,Schweppes (Rs0mw),2yo,Apprentices Can Claim,,Rest 0 Metro Wins,Handicap,,,11,1.8,NK,65.17,600,35.75,4,G Schofield,,2,,,8,8,FALSE,FALSE,FALSE,1.8,57,,,2,1,FALSE,Cartier Rock,B Avdulla,AUS,55.5,1.8,11,3,FALSE,Dawnie Perfect,J A Cassidy,AUS,55.5,2.1,3,4,FALSE,Local Affair,J Bowman,AUS,58,3.8,14
21/05/2016,Rosehill,5,11,More Than Fabulous,19/03/2015,Warwick Farm,+5m 1000 To W/P +3m Remainder,1,Tab.Com.Au Mdn Hcp,2yo,Apprentices Can Claim,Colts & Geldings,Maiden,Handicap,,,11,3,1.5,63.4,600,33.7,7,K Jennings,,6,,,5,5,FALSE,FALSE,FALSE,6.5,55,-3,,10,1,FALSE,Redzel,J Bowman,AUS,57.5,3,5,2,FALSE,Japonisme,J A Cassidy,AUS,58,3,2,3,FALSE,Axion,Tommy Berry,AUS,57.5,4.5,8
21/05/2016,Rosehill,5,11,More Than Fabulous,9/06/2015,Rosehill,,4,Barrier Trial,,,,Maiden Barrier Trial,Catch Weight,,,8,Nk,6,54,,,7,G Schofield,,7,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,11,More Than Fabulous,26/06/2015,Rosehill,,3,Barrier Trial,,,,Barrier Trial Maiden,Catch Weight,,,5,Sh Hd,Sh1/2Hd,65.5,,,4,G Schofield,,4,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,11,More Than Fabulous,18/07/2015,Kembla Grange,"+5m 1100m-W/P, +3 Remainder",4,Club Rivers Mdn Hcp,2yo,Apprentices Can Claim,,Maiden,Handicap,,,13,LN,SN,74.08,600,35.94,1,K Jennings,,3,,,,,FALSE,FALSE,TRUE,0.6,56.5,-2,,9,1,FALSE,Man Of Choice,Peter Wells,AUS,57.5,0.4,3,2,FALSE,Republican,C Lever,AUS,57.5,0.4,1,3,TRUE,More Than Fabulous,K Jennings,AUS,56.5,0.6,0
21/05/2016,Rosehill,5,11,More Than Fabulous,18/07/2015,Kembla Grange,"+5m 1100m-W/P, +3 Remainder",4,Club Rivers Mdn Hcp,2yo,Apprentices Can Claim,,Maiden,Handicap,,,13,LN,SN,74.08,600,35.94,1,K Jennings,,3,,,,,FALSE,FALSE,TRUE,0.6,56.5,-2,,9,1,FALSE,Man Of Choice,Peter Wells,AUS,57.5,0.4,3,2,FALSE,Republican,C Lever,AUS,57.5,0.4,8,3,TRUE,Credit Card Miss,R Murray,AUS,52.5,0.6,121
21/05/2016,Rosehill,5,11,More Than Fabulous,1/08/2015,Rosehill,+3m Entire Course,2,Structaflor Yellowtongue Plate,3yo,Apprentices Can Claim,,Open,Set Weight With Penalties,,,9,3,SHH,85.97,600,35.76,3,G Schofield,,2,,8,7,8,FALSE,FALSE,FALSE,3,55,,,7,1,FALSE,Kimberley Star,B Shinn,AUS,56,3,6,3,FALSE,Man Of Choice,S Clipperton,AUS,55.5,3.1,2,4,FALSE,Wudang Mountain,N Rawiller,AUS,56,3.2,14
21/05/2016,Rosehill,5,11,More Than Fabulous,12/08/2015,Canterbury,+4m Entire Course,3,McGrath Estate Agents Mdn Hcp,3yo,Apprentices Can Claim,,Maiden,Handicap,,,9,0.8,HH,95.96,600,35.69,7,K Jennings,,2,,2,2,7,FALSE,FALSE,FALSE,0.8,56,-2,,8,1,FALSE,Laucala,B Shinn,AUS,57.5,0.8,4,3,FALSE,Self Esteem,W Costin,AUS,54.5,0.9,9,4,FALSE,Joueur,G Schofield,AUS,57.5,2.5,11
21/05/2016,Rosehill,5,11,More Than Fabulous,26/08/2015,Warwick Farm,+3m Entire Course,1,Cellarbrations (Bm64),3yo,Apprentices Can Claim,,Benchmark 64,Handicap,,,4,SN,1.8,101.9,600,35.8,2,J Bowman,,2,,3,3,3,FALSE,TRUE,FALSE,0.2,58.5,,,1,1,FALSE,Self Esteem,W Costin,AUS,54.5,0.2,4,3,FALSE,Duke De Vega,T Angland,AUS,55.5,2,3,4,FALSE,Fighting Storm,J A Cassidy,AUS,55,9.3,14
21/05/2016,Rosehill,5,11,More Than Fabulous,5/09/2015,Newcastle,+8m Entire Circuit,1,Cumi Mdn Plate,3yo,Apprentices Can Claim,,Maiden,Set Weight,,,11,1.3,NK,99.1,600,36.68,2,J Taylor,,1,,5,5,5,FALSE,TRUE,FALSE,1.3,55.5,-1.5,,7,2,FALSE,Espresso Shot,Rachel King,AUS,53,1.3,1,3,FALSE,Skytrek,A Hyeronimus,AUS,57,1.6,10,4,FALSE,Time Flies,A Adkins,AUS,54,3.5,10
21/05/2016,Rosehill,5,11,More Than Fabulous,29/09/2015,Rosehill,,11,Barrier Trial,,,,Barrier Trial Open,Catch Weight,,,6,Sh1/2Hd,Nk,55.7,,,4,K McEvoy,,4,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,5,11,More Than Fabulous,3/10/2015,Randwick,+3m Entire Circuit,3,Dulcify Qlty,3yo,Apprentices Cannot Claim,,Open,Quality,LR,,7,2.5,HD,96,600,34.4,1,G Boss,,6,,3,3,4,FALSE,FALSE,FALSE,4.6,55,,,5,1,FALSE,Ambience,J B McDonald,AUS,55,2.5,7,2,FALSE,Wudang Mountain,J Bowman,AUS,58,2.5,2,3,FALSE,Land's End,B Avdulla,AUS,55.5,2.7,28
21/05/2016,Rosehill,5,11,More Than Fabulous,24/10/2015,Randwick,TRUE,6,Sydney Markets (Bm72),3yo,Apprentices Can Claim,,Benchmark 72,Handicap,,,8,2.5,HD,84.42,600,35.83,8,J Taylor,,6,,8,7,8,FALSE,FALSE,FALSE,4.9,54.5,-3,,7,1,FALSE,Secret Prophet,S Clipperton,NZ,56,2.5,2,2,FALSE,Cartier Rock,B Avdulla,AUS,57,2.5,3,3,FALSE,Hand From Above,W Costin,AUS,57,2.7,21
21/05/2016,Rosehill,5,11,More Than Fabulous,7/11/2015,Canterbury,TRUE,3,Schweppes (Bm70),3yo,Apprentices Can Claim,,Benchmark 70,Handicap,,,6,HH,2.5,95.25,600,37.51,6,Regan Bayliss,,4,6,6,5,6,FALSE,FALSE,FALSE,4.5,55.5,-2,,1,1,FALSE,Spatsizi,Lester Grace,NZ,55,0.1,4,2,FALSE,Torgersen,J R Collett,NZ,59,0.1,5,3,FALSE,Feast For Eyes,S Clipperton,AUS,61,2.6,14
21/05/2016,Rosehill,5,11,More Than Fabulous,27/11/2015,Canterbury,+6m Entire Circuit,3,Cellarbrations (Bm67),3yo,Apprentices Can Claim,,Benchmark 67,Handicap,,,8,HD,HH,93.96,600,36.15,6,B Avdulla,,3,,8,7,8,FALSE,FALSE,FALSE,0.3,58,,,5,1,FALSE,So Willie,R Hutchings,AUS,58,0.2,7,2,FALSE,Classic Uniform,Tim Clark,AUS,59,0.2,3,4,FALSE,Aurora Glow,B Shinn,AUS,58.5,1,20
21/05/2016,Rosehill,5,11,More Than Fabulous,11/12/2015,Canterbury,+3m Entire Circuit,2,More Than Ready @ Vinery-Bm67,3yo,Apprentices Can Claim,,Benchmark 67,Handicap,,,8,HD,0.8,117.55,600,35.59,7,S Clipperton,,3,5,5,4,6,FALSE,FALSE,FALSE,1,58,,,6,1,FALSE,Stampede,A Hyeronimus,AUS,61,0.2,5,2,FALSE,Savannah Rose,W Costin,AUS,56.5,0.2,1,4,FALSE,Cruachan,J B McDonald,AUS,59,1.1,14
21/05/2016,Rosehill,5,11,More Than Fabulous,19/12/2015,Rosehill,+3m Entire Circuit,5,Hyland Race Colours (Bm69),3yo,Apprentices Can Claim,,Benchmark 69,Handicap,,,10,SHH,1.5,89.2,600,35.48,6,J Taylor,,2,,9,9,9,FALSE,FALSE,FALSE,0.1,54,-3,,5,1,FALSE,Royal Tudor,C Reith,AUS,56,0.1,8,3,FALSE,Battle Of Troy,Tommy Berry,AUS,57.5,1.6,1,4,FALSE,Spatsizi,J R Collett,NZ,60,2.1,8
